geo_name,geo_sumlevel,geo_id,total_reimbursements_b_2010,total_reimbursements_b_2011,total_reimbursements_b_2012,total_reimbursements_b_2013,total_reimbursements_b_2014
"Duplin County, NC",county,05000US37061,9844,9702,9581,9274,9753
"Durham County, NC",county,05000US37063,8235,8366,8107,7864,8156
"Edgecombe County, NC",county,05000US37065,8519,8662,8934,8968,8972
"Forsyth County, NC",county,05000US37067,9176,9326,9156,9350,9402
"Franklin County, NC",county,05000US37069,9351,9113,9284,9297,9520
"Gaston County, NC",county,05000US37071,10341,9957,9728,9766,10017
"Gates County, NC",county,05000US37073,8341,8610,8275,8063,8753
"Graham County, NC",county,05000US37075,8428,9894,8515,8303,7825
"Granville County, NC",county,05000US37077,8204,8390,8197,8497,8593
"Greene County, NC",county,05000US37079,9393,9811,10079,9637,8980
"Guilford County, NC",county,05000US37081,8021,8406,8627,8467,8722
"Halifax County, NC",county,05000US37083,9085,9621,9773,9767,9792
"Harnett County, NC",county,05000US37085,10322,10426,10150,10299,10116
"Haywood County, NC",county,05000US37087,8338,8481,8560,8769,8796
"Henderson County, NC",county,05000US37089,8407,8518,8464,8418,8555
"Hertford County, NC",county,05000US37091,8017,8364,8318,8068,8503
"Hoke County, NC",county,05000US37093,10635,11368,10811,11039,10521
"Hyde County, NC",county,05000US37095,8586,8614,8379,8193,8513
"Iredell County, NC",county,05000US37097,9574,10092,10151,9855,9634
"Jackson County, NC",county,05000US37099,8022,8198,8216,7891,8323
"Johnston County, NC",county,05000US37101,10853,10929,10689,10229,10367
"Jones County, NC",county,05000US37103,9087,8097,8794,8678,8144
"Lee County, NC",county,05000US37105,9204,9110,9476,8884,9246
"Lenoir County, NC",county,05000US37107,9340,9336,9353,9183,9303
"Lincoln County, NC",county,05000US37109,9592,9709,9568,9532,9819
"McDowell County, NC",county,05000US37111,7437,8482,8488,8714,9337
"Macon County, NC",county,05000US37113,7526,7414,7358,7295,7789
"Madison County, NC",county,05000US37115,8409,8379,8967,8389,8222
"Martin County, NC",county,05000US37117,9180,9163,10047,9887,9516
"Mecklenburg County, NC",county,05000US37119,8420,8353,8514,8368,8675
"Mitchell County, NC",county,05000US37121,9067,8895,9123,8649,8277
"Montgomery County, NC",county,05000US37123,9560,9623,9986,9718,10089
"Moore County, NC",county,05000US37125,8621,8778,8895,8931,8960
"Nash County, NC",county,05000US37127,8961,8904,9510,9185,9378
"New Hanover County, NC",county,05000US37129,8936,9226,9129,9169,9155
"Northampton County, NC",county,05000US37131,9133,9081,9908,9543,9512
"Onslow County, NC",county,05000US37133,9147,9395,9650,9649,9612
"Orange County, NC",county,05000US37135,7156,7168,7147,7003,7182
"Pamlico County, NC",county,05000US37137,8361,8473,9062,8263,8443
"Pasquotank County, NC",county,05000US37139,8059,8322,8382,8505,8320
"Pender County, NC",county,05000US37141,9416,9962,9620,9796,9293
"Perquimans County, NC",county,05000US37143,8557,8587,8269,8492,8010
"Person County, NC",county,05000US37145,8603,8295,8770,8441,8928
"Pitt County, NC",county,05000US37147,8832,9026,9142,9030,8806
"Polk County, NC",county,05000US37149,8273,8228,8147,7864,7959
"Randolph County, NC",county,05000US37151,8994,9232,9431,9612,9445
"Richmond County, NC",county,05000US37153,10303,9880,10568,10358,10745
"Robeson County, NC",county,05000US37155,10848,10955,10612,10462,10758
"Rockingham County, NC",county,05000US37157,8073,8598,9311,8983,9169
"Rowan County, NC",county,05000US37159,9074,9307,8826,9048,9716
"Rutherford County, NC",county,05000US37161,8888,8655,8757,8835,8757
"Sampson County, NC",county,05000US37163,10140,9790,9898,9975,9466
"Scotland County, NC",county,05000US37165,9489,9964,9441,9405,9425
"Stanly County, NC",county,05000US37167,9479,9669,9344,9528,9791
"Stokes County, NC",county,05000US37169,10470,10540,10005,10928,11225
"Surry County, NC",county,05000US37171,10336,10485,10501,9509,10458
"Swain County, NC",county,05000US37173,8298,8343,8444,8872,8981
"Transylvania County, NC",county,05000US37175,7586,7494,7387,7540,8351
"Tyrrell County, NC",county,05000US37177,8779,7337,8344,8461,8733
"Union County, NC",county,05000US37179,9481,9393,9099,8962,8868
"Vance County, NC",county,05000US37181,7730,8309,8414,8230,8385
"Wake County, NC",county,05000US37183,8731,8921,8816,8702,8670
"Warren County, NC",county,05000US37185,7655,7733,7925,7606,7898
"Washington County, NC",county,05000US37187,8124,8851,8894,8876,8557
"Watauga County, NC",county,05000US37189,8556,9312,9055,8800,8843
"Wayne County, NC",county,05000US37191,9234,9150,9059,9126,9047
"Wilkes County, NC",county,05000US37193,9891,9860,10084,9748,9614
"Wilson County, NC",county,05000US37195,9352,9404,9449,9404,9671
"Yadkin County, NC",county,05000US37197,10716,10314,10997,10711,10793
"Yancey County, NC",county,05000US37199,8005,7838,7869,8028,8125
"Adams County, ND",county,05000US38001,7910,9097,7615,7669,8533
"Barnes County, ND",county,05000US38003,7839,7332,7661,8959,8951
"Benson County, ND",county,05000US38005,8217,8060,8758,8285,9796
"Billings County, ND",county,05000US38007,6498,9327,9846,4148,4760
"Bottineau County, ND",county,05000US38009,8456,7515,8373,8089,7561
"Bowman County, ND",county,05000US38011,8207,10414,9535,9020,8263
"Burke County, ND",county,05000US38013,7229,6051,7100,7452,8186
"Burleigh County, ND",county,05000US38015,7628,8138,8187,7830,8135
"Cass County, ND",county,05000US38017,8019,8111,8201,8409,8421
"Cavalier County, ND",county,05000US38019,7441,8803,7893,7805,7771
"Dickey County, ND",county,05000US38021,8353,8241,8653,8593,9969
"Divide County, ND",county,05000US38023,8127,7936,6137,7278,9620
"Dunn County, ND",county,05000US38025,7050,7867,7769,7110,7003
"Eddy County, ND",county,05000US38027,8225,9280,8569,8185,9266
"Emmons County, ND",county,05000US38029,8056,7623,7707,9103,8502
"Foster County, ND",county,05000US38031,8087,9890,8529,8117,7866
"Golden Valley County, ND",county,05000US38033,7396,7421,6623,7986,8068
"Grand Forks County, ND",county,05000US38035,8132,8081,8786,8747,8913
"Grant County, ND",county,05000US38037,7854,7224,7980,9673,9296
"Griggs County, ND",county,05000US38039,7391,8330,8651,9855,8693
"Hettinger County, ND",county,05000US38041,7470,7058,7421,8509,8050
"Kidder County, ND",county,05000US38043,8191,10093,6612,7046,6677
"LaMoure County, ND",county,05000US38045,7036,6717,7471,7423,8091
"Logan County, ND",county,05000US38047,6559,7543,8297,7714,7878
"McHenry County, ND",county,05000US38049,8129,7405,7143,7951,8744
"McIntosh County, ND",county,05000US38051,7623,8491,9629,8691,9217
"McKenzie County, ND",county,05000US38053,8849,7458,8282,7146,8321
"McLean County, ND",county,05000US38055,8581,8863,8878,8302,8804
"Mercer County, ND",county,05000US38057,8546,7695,7719,7944,8415
"Morton County, ND",county,05000US38059,8071,8343,8153,8417,8218
"Mountrail County, ND",county,05000US38061,7826,7380,7183,8079,7260
"Nelson County, ND",county,05000US38063,8081,7528,8448,8398,8068
"Oliver County, ND",county,05000US38065,8221,8145,7555,7450,9137
"Pembina County, ND",county,05000US38067,8249,8331,8053,8073,8023
"Pierce County, ND",county,05000US38069,7367,8908,9307,7500,9107
"Ramsey County, ND",county,05000US38071,8157,8741,7926,8512,7823
"Ransom County, ND",county,05000US38073,9168,8722,8650,8421,8376
"Renville County, ND",county,05000US38075,6998,7758,7288,5921,6322
"Richland County, ND",county,05000US38077,7309,7697,7081,7190,7419
"Rolette County, ND",county,05000US38079,9435,9067,9193,9243,8349
"Sargent County, ND",county,05000US38081,8187,8700,8550,8960,8307
"Sheridan County, ND",county,05000US38083,7563,7841,8976,8162,7993
"Sioux County, ND",county,05000US38085,7118,8634,7815,7608,9777
"Slope County, ND",county,05000US38087,8703,13498,11124,8935,7347
"Stark County, ND",county,05000US38089,7190,7379,6976,6630,7174
"Steele County, ND",county,05000US38091,6580,8822,7202,8998,6781
"Stutsman County, ND",county,05000US38093,6650,7532,7198,7747,7362
"Towner County, ND",county,05000US38095,6478,9602,8053,7678,9538
"Traill County, ND",county,05000US38097,7604,7706,8497,8588,8477
"Walsh County, ND",county,05000US38099,7622,9083,8564,8997,9018
"Ward County, ND",county,05000US38101,8128,8170,7531,7641,7837
"Wells County, ND",county,05000US38103,8568,8846,9254,7456,8594
"Williams County, ND",county,05000US38105,6453,6389,6348,7016,7041
"Adams County, OH",county,05000US39001,10803,11583,11199,10875,12341
"Allen County, OH",county,05000US39003,9743,10227,10413,10137,10116
"Ashland County, OH",county,05000US39005,8359,8704,8805,8796,8274
"Ashtabula County, OH",county,05000US39007,11209,11538,11291,11131,11231
"Athens County, OH",county,05000US39009,10423,10099,9904,10008,10117
"Auglaize County, OH",county,05000US39011,8807,9290,9617,9482,9143
"Belmont County, OH",county,05000US39013,10704,10552,10767,10481,10628
"Brown County, OH",county,05000US39015,10650,10971,10289,10411,10716
"Butler County, OH",county,05000US39017,10921,10893,10833,10655,10709
"Carroll County, OH",county,05000US39019,8958,10084,9908,9354,9474
"Champaign County, OH",county,05000US39021,9572,9287,9976,9878,10047
"Clark County, OH",county,05000US39023,10730,10729,10682,11025,10515
"Clermont County, OH",county,05000US39025,10292,10830,10808,10510,10381
"Clinton County, OH",county,05000US39027,10407,11192,10106,10142,10043
"Columbiana County, OH",county,05000US39029,10506,10732,10703,10432,10797
"Coshocton County, OH",county,05000US39031,9201,9907,10128,9825,10061
"Crawford County, OH",county,05000US39033,9412,10271,10612,9941,10214
"Cuyahoga County, OH",county,05000US39035,10368,10548,10454,10264,10023
"Darke County, OH",county,05000US39037,9466,10091,10007,10203,9504
"Defiance County, OH",county,05000US39039,10120,9818,10013,9566,9548
"Delaware County, OH",county,05000US39041,9114,9614,9512,9551,9350
"Erie County, OH",county,05000US39043,10920,10906,10410,10196,10274
"Fairfield County, OH",county,05000US39045,10354,10659,10681,10156,10459
"Fayette County, OH",county,05000US39047,9078,10283,10552,10261,9711
"Franklin County, OH",county,05000US39049,9982,10141,10045,9757,9720
"Fulton County, OH",county,05000US39051,8981,9501,9064,9205,9479
"Gallia County, OH",county,05000US39053,10348,10221,10443,10305,10230
"Geauga County, OH",county,05000US39055,9988,10268,10156,9273,9522
"Greene County, OH",county,05000US39057,9764,9700,9792,9596,10043
"Guernsey County, OH",county,05000US39059,9750,10025,9958,9887,10270
"Hamilton County, OH",county,05000US39061,9549,9954,9797,9690,9918
"Hancock County, OH",county,05000US39063,8021,8499,8896,8411,8372
"Hardin County, OH",county,05000US39065,10014,10939,10555,10663,10178
"Harrison County, OH",county,05000US39067,10914,11167,11301,11213,11618
"Henry County, OH",county,05000US39069,9567,9702,9803,8918,9508
"Highland County, OH",county,05000US39071,10043,11018,10336,10558,10902
"Hocking County, OH",county,05000US39073,10242,10043,10906,10382,10088
"Holmes County, OH",county,05000US39075,8736,8805,8558,8513,8640
"Huron County, OH",county,05000US39077,10611,10126,10166,11055,10098
"Jackson County, OH",county,05000US39079,11692,10962,10876,10645,10577
"Jefferson County, OH",county,05000US39081,12048,12589,12186,11994,12235
"Knox County, OH",county,05000US39083,9272,9705,10297,9711,10026
"Lake County, OH",county,05000US39085,10546,10619,10414,10157,10425
"Lawrence County, OH",county,05000US39087,11129,11159,11157,11584,11282
"Licking County, OH",county,05000US39089,9468,9092,9460,9339,9155
"Logan County, OH",county,05000US39091,9159,8764,8928,9214,9302
"Lorain County, OH",county,05000US39093,11267,11369,11243,11201,11177
"Lucas County, OH",county,05000US39095,10920,11185,11213,10823,10780
"Madison County, OH",county,05000US39097,9829,9659,9920,9803,9796
"Mahoning County, OH",county,05000US39099,10831,10947,10966,10695,10690
"Marion County, OH",county,05000US39101,10716,11058,11083,10621,11159
"Medina County, OH",county,05000US39103,9978,10261,10182,10098,9930
"Meigs County, OH",county,05000US39105,10385,10017,10867,10351,9833
"Mercer County, OH",county,05000US39107,8258,9040,9015,9010,9069
"Miami County, OH",county,05000US39109,9764,9877,10240,10145,10046
"Monroe County, OH",county,05000US39111,9073,10048,9889,9644,9905
"Montgomery County, OH",county,05000US39113,10483,10650,10641,10271,10198
"Morgan County, OH",county,05000US39115,9506,10791,9697,8967,10210
"Morrow County, OH",county,05000US39117,10203,10363,9920,9986,11039
"Muskingum County, OH",county,05000US39119,9330,9965,9788,9928,10353
"Noble County, OH",county,05000US39121,9538,9362,10224,9497,10173
"Ottawa County, OH",county,05000US39123,10116,10629,10662,10823,9924
"Paulding County, OH",county,05000US39125,9884,9426,9809,9360,10264
"Perry County, OH",county,05000US39127,9084,10194,10336,10635,10792
"Pickaway County, OH",county,05000US39129,10349,10934,11146,10812,10740
"Pike County, OH",county,05000US39131,11542,12274,12210,11982,11718
"Portage County, OH",county,05000US39133,10635,10499,10583,10086,10467
"Preble County, OH",county,05000US39135,10562,11001,10792,10839,10577
"Putnam County, OH",county,05000US39137,8909,9304,9380,9411,9796
"Richland County, OH",county,05000US39139,9357,9681,9621,9282,9425
"Ross County, OH",county,05000US39141,11516,11240,11419,10729,11218
"Sandusky County, OH",county,05000US39143,10007,9890,9507,9562,9416
"Scioto County, OH",county,05000US39145,13169,13741,13246,13003,13702
"Seneca County, OH",county,05000US39147,8454,8888,9125,8586,8550
"Shelby County, OH",county,05000US39149,9116,9047,9087,8798,9268
"Stark County, OH",county,05000US39151,10045,10375,10083,10168,10062
"Summit County, OH",county,05000US39153,10173,10378,10380,10165,10029
"Trumbull County, OH",county,05000US39155,11078,11403,11267,11305,11078
"Tuscarawas County, OH",county,05000US39157,9233,9533,9622,9716,9640
"Union County, OH",county,05000US39159,9177,9970,10581,10139,10337
"Van Wert County, OH",county,05000US39161,9094,9130,10008,9296,9653
"Vinton County, OH",county,05000US39163,11151,10510,9843,10839,10321
"Warren County, OH",county,05000US39165,10292,10716,10393,10431,10233
"Washington County, OH",county,05000US39167,10556,10498,10569,9825,10048
"Wayne County, OH",county,05000US39169,9192,9553,9498,8986,8914
"Williams County, OH",county,05000US39171,9668,9502,9546,9520,8600
"Wood County, OH",county,05000US39173,10077,9799,9837,9938,9867
"Wyandot County, OH",county,05000US39175,8864,8706,9503,9760,9601
"Adair County, OK",county,05000US40001,11132,11213,11375,11014,11387
"Alfalfa County, OK",county,05000US40003,9290,9189,9686,8933,7887
"Atoka County, OK",county,05000US40005,12688,13948,12574,13260,13676
"Beaver County, OK",county,05000US40007,9681,7733,8120,9015,9305
"Beckham County, OK",county,05000US40009,10616,9669,10573,10236,10383
"Blaine County, OK",county,05000US40011,10359,10436,11228,10283,10921
"Bryan County, OK",county,05000US40013,13655,12928,13075,12359,12697
"Caddo County, OK",county,05000US40015,10462,10620,10465,10208,10743
"Canadian County, OK",county,05000US40017,10118,10283,9812,10172,9786
"Carter County, OK",county,05000US40019,11119,11378,10859,11099,10706
"Cherokee County, OK",county,05000US40021,9990,10003,10069,9160,9461
"Choctaw County, OK",county,05000US40023,15183,14001,14597,13942,13608
"Cimarron County, OK",county,05000US40025,10231,12090,10617,9637,10538
"Cleveland County, OK",county,05000US40027,10631,10768,10763,10598,10044
"Coal County, OK",county,05000US40029,13273,12954,14014,13340,13689
"Comanche County, OK",county,05000US40031,9396,9542,9471,9081,9332
"Cotton County, OK",county,05000US40033,9539,11313,10517,10060,10240
"Craig County, OK",county,05000US40035,10039,9718,8778,9087,9699
"Creek County, OK",county,05000US40037,10949,10551,10665,10257,10686
"Custer County, OK",county,05000US40039,10735,11069,10435,9951,9736
"Delaware County, OK",county,05000US40041,9819,9445,10054,9987,9818
"Dewey County, OK",county,05000US40043,10349,9372,10534,9521,9102
"Ellis County, OK",county,05000US40045,7294,8112,8514,7005,7593
"Garfield County, OK",county,05000US40047,10045,9695,9566,9203,9140
"Garvin County, OK",county,05000US40049,9960,9944,9788,9664,10074
"Grady County, OK",county,05000US40051,11756,11130,10940,10521,10565
"Grant County, OK",county,05000US40053,10909,9157,9312,9954,10405
"Greer County, OK",county,05000US40055,12809,11982,12162,11306,12173
"Harmon County, OK",county,05000US40057,13706,13129,11943,11378,9893
"Harper County, OK",county,05000US40059,8975,7490,8758,7851,8330
"Haskell County, OK",county,05000US40061,12148,10914,11981,11003,11434
"Hughes County, OK",county,05000US40063,10178,10149,9700,10311,10442
"Jackson County, OK",county,05000US40065,12398,12872,11431,11250,11225
